target,text,clean_text
0,Hate it when I find the perfect pair of jeans online only to find that they are $178!!!  makes me sad. Hello! Skinny Jeans are so perfect.,hate it when i find the perfect pair of jeans online only to find that they are makes me sad hello skinny jeans are so perfect
1,@Edomed hahahahahha...this one is best  hahaha...hope ur doing ok take care,hahahahahhathis one is best hahahahope ur doing ok take care
1,Just cleaned my room ,just cleaned my room
0,"I'm saying goodbye to Sydney for a few days, and Hello to Rapeville.... I'll miss pretty ",im saying goodbye to sydney for a few days and hello to rapeville ill miss pretty
1,It feel so good when doing something you like is working  (and making money),it feel so good when doing something you like is working and making money
1,"@JamesDeen you mean she didn't get you chocolate ice cream, or like...chocolate chip? solves the ice cream &amp; chocolate need ",you mean she didnt get you chocolate ice cream or likechocolate chip solves the ice cream amp chocolate need
1,@tylerhilton Thinking about coming to Sweden? ,thinking about coming to sweden
1,@GeoffLloyd i've a big crush on her! Find out if her fan's broken for me ,ive a big crush on her find out if her fans broken for me
1,going to be live blogging the #freshnet session over here -  http://twurl.nl/ynxqkj - hit refresh every now &amp; again ,going to be live blogging the session over here hit refresh every now amp again
0,@LadyOfDnB so i just got updated with the js blogspot thing... thats so retarded ,so i just got updated with the js blogspot thing thats so retarded
1,I have plans for today and friday wiff val n charweee ,i have plans for today and friday wiff val n charweee
0,good morning babiesss. i don't feel like straightening my hair that takes 45 min. ,good morning babiesss i dont feel like straightening my hair that takes min
0,@davewhittle and by the look of the fog... you won't be coming any time soon! ,and by the look of the fog you wont be coming any time soon
0,"I miss Jordy Wordy  ew, its father's day.",i miss jordy wordy ew its fathers day
1,online marketing Mission Statement or something like that  | psykoid.com http://bit.ly/TV22r,online marketing mission statement or something like that psykoidcom
0,Kinda cold to be laying out poolside ,kinda cold to be laying out poolside
0,@mileycyrus you can miss out SCOTLAND on your UK tour ,you can miss out scotland on your uk tour
0,"i feel bad for my brother... he graduated high school yesterday, but both my parents are here in egypt with me. he was all alone ",i feel bad for my brother he graduated high school yesterday but both my parents are here in egypt with me he was all alone
1,redeorating my restaurant ,redeorating my restaurant
0,Stupid phone got retarded today and now so sad over lost pictures. Bye bye past few weeks... ,stupid phone got retarded today and now so sad over lost pictures bye bye past few weeks
1,"happy, sad, excited, nervous, is there a specific name for it other than complicated? huh? oh yea, GRADUATION! ",happy sad excited nervous is there a specific name for it other than complicated huh oh yea graduation
0,@yunglarry LARRYYYYYY YOU NEVER RESPOND    HAHAHAHAHAHAHAHA,larryyyyyy you never respond hahahahahahahaha
1,says good evening plurkess!!! http://tinyurl.com/deg3ve http://plurk.com/p/swfzh,says good evening plurkess
1,"rode the edge of the storm home, some hail, but as soon as I got through the door, the skys have opened, off to walk the dog in a storm ",rode the edge of the storm home some hail but as soon as i got through the door the skys have opened off to walk the dog in a storm
0,"@simplyamee  that's pretty bummy....  your app was in first, so why don't they push another pup to them?",thats pretty bummy your app was in first so why dont they push another pup to them
0,"teary-eyed, hoping my cousin will find the strength to stay alive from cancer.. ",tearyeyed hoping my cousin will find the strength to stay alive from cancer
1,&quot;God only gives us 1 life - don't waste it on a loser.&quot;  ,quotgod only gives us life dont waste it on a loserquot
0,just played uno and im tired but I dont wanna go to bed ,just played uno and im tired but i dont wanna go to bed
0,laying down with a horrible headache ,laying down with a horrible headache
1,"@PinkBerryGirl yes very true! the food was awesome  got my jumbo onion rings check my twitpic for a pic of them, lol &amp; philly cheesesteak!",yes very true the food was awesome got my jumbo onion rings check my twitpic for a pic of them lol amp philly cheesesteak
1,getting to roll out on his 255/70/16's yeaah im a white rapper ,getting to roll out on his s yeaah im a white rapper
0,"@JasonSco good morning jason! yeah, ME TOO! i went to bed @ 1AM and get up @ 6AM. i'm very tired too  still have a long day ahead tho lol",good morning jason yeah me too i went to bed am and get up am im very tired too still have a long day ahead tho lol
0,@catts me too ,me too
0,"omg. I haven't been on here in ages  Well, I'm starting to come back slowly but surely. ;3",omg i havent been on here in ages well im starting to come back slowly but surely
0,"I hate old RM cases, one just bit me ",i hate old rm cases one just bit me
1,"Congrats @ashleytisdale!  @mileycyrus youll win for Last Song eventually, girl, dont worry!",congrats youll win for last song eventually girl dont worry
1,@darker_artic yeah...maybe one day it will pay off.  have a nice day,yeahmaybe one day it will pay off have a nice day
1,@lenier you still giving it to the blues tonight tho? i reckon first try decides the game  #origin,you still giving it to the blues tonight tho i reckon first try decides the game
0,oh yay torchwood has gone up to 20% its so slow ,oh yay torchwood has gone up to its so slow
1,"@chadxhatred that sounds so redneck. then again, you ARE from kansas! hahaha ",that sounds so redneck then again you are from kansas hahaha
1,@AlanCarr lookin forward to chattyman. the book was well  funny!   x,lookin forward to chattyman the book was well funny x
1,yessss @Jonasbrothers have done a video for Fly With Me ,yessss have done a video for fly with me
1,"hungry,tired,yet in a great mood! ",hungrytiredyet in a great mood
1,"New tegan &amp; sara video, ROFL! Genius  How is everyone this...not so fine saturday?",new tegan amp sara video rofl genius how is everyone thisnot so fine saturday
0,"At Meg's, Neck Ache From Plugged  xxx",at megs neck ache from plugged xxx
0,I'm leaving work now. Trying to decide if I return on Sunday afternoon or Monday 4 am to meet a noon (UK time) deadline. ,im leaving work now trying to decide if i return on sunday afternoon or monday am to meet a noon uk time deadline
1,"@danspace Missy Higgins? Ugh, call the police! ",missy higgins ugh call the police
1,@jamshedwadia want to shave your head?? ,want to shave your head
0,@SimonBob Nobody cares about grammar anymore. ,nobody cares about grammar anymore
1,"@stephenfry Oooo, Sound's good ",oooo sounds good
0,@cassandra2603 God what a cheery chat has he somehow can back into the news ? I know about Vera Drake hmm not pleasant  x,god what a cheery chat has he somehow can back into the news i know about vera drake hmm not pleasant x
1,thanks for your support @stevebeasant ,thanks for your support
0,"Awww man, I woke up sick ",awww man i woke up sick
1,"after smoking for 16 years , i have now not had a smoke for 4 weeks and 1 day  woooohooooo happy days",after smoking for years i have now not had a smoke for weeks and day woooohooooo happy days
0,sooo im up and out! out with my peeps. i can tell its gonna be a early night. wishing i was caked up instead ,sooo im up and out out with my peeps i can tell its gonna be a early night wishing i was caked up instead
0,"@NoraReed a year ago, after our move, we had tons and tons of packing material. Didn't save any, though ",a year ago after our move we had tons and tons of packing material didnt save any though
1,i wanna go to the manchester apollo! ,i wanna go to the manchester apollo
1,@fionamccarthy Thanx hun ,thanx hun
0,@pinkymcsian YES bloody work ,yes bloody work
1,"http://twitpic.com/6v42q - Busy day at Genesis Bicycles in Easton, PA. Got in a great ride, now hubby has some shop work to do ",busy day at genesis bicycles in easton pa got in a great ride now hubby has some shop work to do
0,"@shannamoakler http://twitpic.com/7s8p5 - Yeah that's the story of my life, and that pooor puppy ",yeah thats the story of my life and that pooor puppy
0,Excuse me @btubquiz - can has interesting question please? Afternoon = bleh  [*nudge nudge* @lexiphanic],excuse me can has interesting question please afternoon bleh nudge nudge
0,@bryanchin87 @prakashdaniel I choke on Shisha  Safa still?,i choke on shisha safa still
1,@xnattsx not top bad thanks  and you?,not top bad thanks and you
0,must get my butt out to see more shows/concerts. Last one I've been to was Spice Girls ,must get my butt out to see more showsconcerts last one ive been to was spice girls
0,"Oh no, was meant to go to the post office before it closed  hope they don't return my package",oh no was meant to go to the post office before it closed hope they dont return my package
1,"@MissMillions lololol...Good afternoon Miss MiL-Li-YONZ  Long night, ay? lol..Hope you're feeling better..",lolololgood afternoon miss milliyonz long night ay lolhope youre feeling better
1,"@vampirefreak101 Hey thanks a lot for you coverage in Motepulciano,  congrats girl!!!!  You make me so happy!!! ",hey thanks a lot for you coverage in motepulciano congrats girl you make me so happy
1,"@modus_operandi what is zaceed!? Also, nice tat @markdamgaard. ",what is zaceed also nice tat
0,@thehappyhours I'm so sorry ,im so sorry
1,"quote of the day:people maybe won't remember what you said or did, but they will remember how you made them feel... ",quote of the daypeople maybe wont remember what you said or did but they will remember how you made them feel
0,My favorite part of the Tonight Show w/ Jay Leno is Jaywalking! Loved it! Will miss it! ,my favorite part of the tonight show w jay leno is jaywalking loved it will miss it
1,Just got home. About to leave for another grad party ,just got home about to leave for another grad party
1,@zwalkk could you make yourself look like any more of a stoner punk?! sheesh.. let me remind u: 4/20- not a real holiday ,could you make yourself look like any more of a stoner punk sheesh let me remind u not a real holiday
1,"holy careful cropping, batman!    http://bit.ly/iNjhI",holy careful cropping batman
1,"@writinginrain lol, i have too many favorites. thanks tho. ",lol i have too many favorites thanks tho
0,"My god this book is like listening to a record on repeat 170,000 times. I GET IT! AID TO AFRICA HASN'T &amp; WON'T HELP. Shut The Fuck Up! .. ",my god this book is like listening to a record on repeat times i get it aid to africa hasnt amp wont help shut the fuck up
1,@WeirdKidd its never too early or too late ,its never too early or too late
0,"Ugh,my laptop randomly stopped working...*Panick*-Oh no,what have i done?! ",ughmy laptop randomly stopped workingpanickoh nowhat have i done
1,@Mickie_1 thanks ,thanks
1,@minamic: Very true. ,very true
1,hung with the boy. tomorrowwwwwwwww;; seeing Up with emma and Bribear!  i'm so excited.,hung with the boy tomorro seeing up with emma and bribear im so excited
0,@MissJoJoSmith Aw poor Subo ,aw poor subo
0,@KickingBuckets paul has a huge yin. Like a baby's arm ,paul has a huge yin like a babys arm
0,@LaMisty_Elite the mikey worm! It's a virus. Some kid hacks into ur acct. I don't know how 2 get rid of it! HELP!!! ,the mikey worm its a virus some kid hacks into ur acct i dont know how get rid of it help
1,My ppl already at Carribean Fusion... heard its poppin... ,my ppl already at carribean fusion heard its poppin
0,@nerdydork LOL! the thing that sucks for me is that I almost got my nose pierced today but I couldn't since i'm not 16 ,lol the thing that sucks for me is that i almost got my nose pierced today but i couldnt since im not
1,@romaiel Not a good time for a relationship.  Maybe a good time for a few flings though. He's young. She's young. They've got years.,not a good time for a relationship maybe a good time for a few flings though hes young shes young theyve got years
0,still recovering from this weekend.  at least I'm off today...,still recovering from this weekend at least im off today
1,Finally done all my coursewrok thank god! Time to chillax ,finally done all my coursewrok thank god time to chillax
0,I have got such a sore stomach!!! At home sulking ,i have got such a sore stomach at home sulking
1,off for a BBQ this aft! ,off for a bbq this aft
0,@nantastiic she was in a coma after a car accident ,she was in a coma after a car accident
0,watchen the FRESH PRINCE OF BEL-AIR...still missen da hubby.. ,watchen the fresh prince of belairstill missen da hubby
1,"is asking, does Kris Allen has a Twitter account?  ",is asking does kris allen has a twitter account
1,"@tferraro @soverpeck @rhetter ACTUALLY...a potato is a tuber, but it's also known as a root vegetable...hey I'm Irish and know my spuds ",actuallya potato is a tuber but its also known as a root vegetablehey im irish and know my spuds
1,"@NathanFillion im watching slither, its 4:30 am... im gunna have nightmares (worth it though lol great movie ",im watching slither its am im gunna have nightmares worth it though lol great movie
1,New on Etsy: Baseball stud earrings 7$  http://bit.ly/7S33G,new on etsy baseball stud earrings
0,Is going home late today after tiring loooooong day of work..... ,is going home late today after tiring loooooong day of work
1,@boomx17 hey nothign have you checked out my website yet? ,hey nothign have you checked out my website yet
0,Eating dinner with Tubby. He doesn't want any cow's tongue ,eating dinner with tubby he doesnt want any cows tongue
0,@zara19 I tried convincing my parents but it was no good. They don't want me to have a pet ,i tried convincing my parents but it was no good they dont want me to have a pet
1,@3aneeda ma 36ach ma 3a6anee... the QUEEN of online shopping ,ma ach ma aanee the queen of online shopping
1,@sarah_cawood I've fed the rays off Grand Cayman. It was awesome ,ive fed the rays off grand cayman it was awesome
0,JUST ME AND THESE FOUR WALLS AGAIN la la la la la..................... screams! i dont like thunder! ,just me and these four walls again la la la la la screams i dont like thunder
1,"@kd0bik not great this morning... got a stomach bug and was sick.... but doing better now, just laying in bed reading tweets! ",not great this morning got a stomach bug and was sick but doing better now just laying in bed reading tweets
0,"lol @rosiehancock Misunderestimated - whats wrong with that word? Also, been thinking bout your harsh truth and I have to say u are right ",lol misunderestimated whats wrong with that word also been thinking bout your harsh truth and i have to say u are right
1,@Theprettyartist I undestand the 'vicar types' comment now ,i undestand the vicar types comment now
1,@lakersnation went 2 the 3rd one in grade7. dat was unforgettable. Maddog was dancing n everything.  i seriously want a parade dis year 2.,went the rd one in grade dat was unforgettable maddog was dancing n everything i seriously want a parade dis year
1,@catherinequinn9 wasn't doing anything particularly interesting just did the school run with the kiddies haha ,wasnt doing anything particularly interesting just did the school run with the kiddies haha
0,Sad I still cant seem to preorder a sim free/payg 3GS. Get the impression because I'm happy with Â£15 p/m instead of Â£30 I'll have to wait ,sad i still cant seem to preorder a sim freepayg gs get the impression because im happy with â pm instead of â ill have to wait
1,#followfriday wonderwoman @VelcroShoes is seriously the only follow I recommend she's ultra COOL!  enough said FOLLOW HER! ,wonderwoman is seriously the only follow i recommend shes ultra cool enough said follow her
1,"@onesugarplease had an awesome weekend thanks, lots of miles on the bike!  hope your paella was good ",had an awesome weekend thanks lots of miles on the bike hope your paella was good
0,Sick daddy  send prayer his way,sick daddy send prayer his way
1,@worshipmeonly haha her reality show was pretty hilarious! ,haha her reality show was pretty hilarious
1,+ICU+ the countdown begins! This Friday @ the Dragonfly! ICU on da dancefloor ,icu the countdown begins this friday the dragonfly icu on da dancefloor
0,It's raining fucking harrrrrd. ,its raining fucking harrrrrd
0,@ work  wanting to be at the fight with the rest of the guys.,work wanting to be at the fight with the rest of the guys
1,Oooo Kardashians is on twice ,oooo kardashians is on twice
0,my sister's friend threw something at her head &amp; now it's bleeding. ,my sisters friend threw something at her head amp now its bleeding
1,@tr74fpp Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ,get followers a day using once you add everyone you are on the train or pay vip
1,will get blackberry this sunday !!! ,will get blackberry this sunday
1,The real estate market in Tulare county is so awesome right now!  Lots of buyer's &amp; not enough seller's...that is my problem right now!  ,the real estate market in tulare county is so awesome right now lots of buyers amp not enough sellersthat is my problem right now
0,"Ok, apparently BOTH broadcast sites are killing my machine today, so broadcast called off. Sorry. ",ok apparently both broadcast sites are killing my machine today so broadcast called off sorry
0,@annaoboe I feel guilty for stealing your Hart tweet now  I don't think he will actually reply an answer though,i feel guilty for stealing your hart tweet now i dont think he will actually reply an answer though
0,"great run tonight, now off to bed.. got to get up earlier to do my morning workout.. gonna be a long day tomorrow! got to go back to work ",great run tonight now off to bed got to get up earlier to do my morning workout gonna be a long day tomorrow got to go back to work
0,"On my way home, giving twin atlantic a miss. couldnt even get into the courtyard they were in. Thats twice ive missed them now! ",on my way home giving twin atlantic a miss couldnt even get into the courtyard they were in thats twice ive missed them now
0,I know I've said this a million times before but...I really wish I wasn't allergic to hair dye ,i know ive said this a million times before buti really wish i wasnt allergic to hair dye
0,@TheIntriguing1 I think it's more of a respitiry infection ,i think its more of a respitiry infection
0,@nadalnews that's awful ,thats awful
1,@fromtheold is that like the sequel to Mathematica?  I like a lot of what that guy does.  Seems to be a bona fide genius ,is that like the sequel to mathematica i like a lot of what that guy does seems to be a bona fide genius
1,@KristenLihos want to come for dessert? ,want to come for dessert
1,"@persiankiwi are you able to upload?  Otherwise, DM me ",are you able to upload otherwise dm me
1,This One Is For You - Free Marketing  | MangoOrangeï¿½ http://tinyurl.com/p5nssr,this one is for you free marketing mangoorangeï½
0,keep having bad dreams these days...can't sleep well ,keep having bad dreams these dayscant sleep well
0,someone needs to bring be drugs. i wish to not have a sore throat any longer advil/tylenol seem not not work anymore ,someone needs to bring be drugs i wish to not have a sore throat any longer adviltylenol seem not not work anymore
1,"happy at last! I have a picture already here in twitter,,, ",happy at last i have a picture already here in twitter
1,@pattiblaine Thanks! I'm trying to be a good patient ,thanks im trying to be a good patient
0,"Lastnight...FCKING SUCKED. I balled my eyes out. I miss Alex a lot  &amp; Marybeth's a bitch, and no, I'm not cencoring it, &amp; IDGAF.",lastnightfcking sucked i balled my eyes out i miss alex a lot amp marybeths a bitch and no im not cencoring it amp idgaf
0,@Edwardo01 awwww what a shame... cant get that picture to work ,a what a shame cant get that picture to work
1,"@chrisaffair haha, I AM! but beware, its addicting ",haha i am but beware its addicting
0,"@sweet_exile It really is quite a while!  Oh well, preview next week.",it really is quite a while oh well preview next week
0,is really BORED!!!   http://plurk.com/p/13cyrd,is really bored
0,im trying to convince alexis to stay up with me and ryan... i dont think its working so well! ,im trying to convince alexis to stay up with me and ryan i dont think its working so well
0,@mattfincham OH NO! not Tony  me sad now...,oh no not tony me sad now
1,@ObsessedDiamond http://www.alexandraburkeofficial.com/forums/ click 'register' and you're away!  Don't forget to introduce yourself!,click register and youre away dont forget to introduce yourself
0,I swear there is something in this house that gives me THE worst headaches. ,i swear there is something in this house that gives me the worst headaches
0,@betsymaebartlet hurts even more when it's one of your best friends ,hurts even more when its one of your best friends
1,@do0dlebugdebz of course! Hehee live the manga. Tho I haven't read all of em'  one of the best shojo's EVER.,of course hehee live the manga tho i havent read all of em one of the best shojos ever
1,Thanks to the following for their awesome input: @StealingTheSun @ElizabethJoan @Schonste @ms_treesap @Beaudine  Thank yous &lt;3,thanks to the following for their awesome input thank yous lt
0,"@lolitztoeknee Awww, I'm sorry ",a im sorry
1,I'm driving my JellyBean and eating them at the same time LOL dassss igggnant but cuuuze ,im driving my jellybean and eating them at the same time lol dassss igggnant but cuuuze
0,"#weekofwin I WON 2 sim cards  the blood the pain... I'm upset, feel robbed, but will continue for my search... N97box reviews to come ...",i won sim cards the blood the pain im upset feel robbed but will continue for my search nbox reviews to come
0,typical - went home and got changed.  put my rugby jumper on cos i thought it was a bit chilly and now the suns out ,typical went home and got changed put my rugby jumper on cos i thought it was a bit chilly and now the suns out
0,@fashionismo ahhhh &quot;Sold Out&quot; ,ahhhh quotsold outquot
1,23 or 24ï¿½C possible today. Nice ,or ï½c possible today nice
1,is wishing you a lovely evening ,is wishing you a lovely evening
1,"@FzMcFadden No worries, was looking for some retail activity  Thanks though",no worries was looking for some retail activity thanks though
0,Stinkin' Rushkies score  1-1,stinkin rushkies score
0,Having way too many issues with my macbook pro. and its been 4 days since i got it.  Going to the store tomorrow.,having way too many issues with my macbook pro and its been days since i got it going to the store tomorrow
1,Finally at homeeeeeeeeeeeeeeeeeee ,finally at homeeeeeeeeeeeeeeeeeee
1,"@garethb2  That's awesome, much love for the Gareth clan.",thats awesome much love for the gareth clan
1,@keza34 @pob34 dont worry  @Dojie likes me really ,dont worry likes me really
0,@JenBunnyy i read jon and kate filed divorce papers this afternoon  plus a possible custody battle...i feel so bad for those adorable kids,i read jon and kate filed divorce papers this afternoon plus a possible custody battlei feel so bad for those adorable kids
0,mandy doens't even like noodles! that's insane! ,mandy doenst even like noodles thats insane
0,Doing my hair with my icky thumb was a challenge. Accidentally banged it and it's started bleeding again ,doing my hair with my icky thumb was a challenge accidentally banged it and its started bleeding again
1,"@10rdBen That, Sir Abraham, is a fantastic approach. Thank you. ",that sir abraham is a fantastic approach thank you
1,"@hotlantabuzz â¢ *blushing* Me too, me too!!!  Hahahaha",â blushing me too me too hahahaha
0,"hillsong tom. night, and dad's birthday! i wish i could see him on his bday though. ",hillsong tom night and dads birthday i wish i could see him on his bday though
0,hate my sis ,hate my sis
1,"@Dribbby me too, its bad isn't it? doing well on your biology?  http://myloc.me/2hBr",me too its bad isnt it doing well on your biology
0,I am so stressed ,i am so stressed
0,@laurensbite What the....? I am so jealous! Where do we go for coverage? The &quot;go here for details&quot; wasn't clickable   Happy 4 you!!!!,what the i am so jealous where do we go for coverage the quotgo here for detailsquot wasnt clickable happy you
0,#Haveyouever dated a guy who has a better looking brother...dam this always happens 2 me ,dated a guy who has a better looking brotherdam this always happens me
1,"@ABBSound Ð´Ð°. Ð¼Ð¾Ð¹ ÐºÐ°Ðº ÑÐ°Ð· Ð¿Ð¾Ð¶ÑÐ°Ð», Ð·Ð°Ð»ÐµÐ· Ð½Ð° ÑÐºÐ°Ñ Ð¸ Ñ?Ð¿Ð¸Ñ. Ð¾ÑÐ°ÑÑ Ð½Ð¾ÑÑÑ Ð±ÑÐ´ÐµÑ ÐºÐ¾Ð³Ð´Ð° Ð²ÑÑ?Ð¿Ð¸ÑÑ?Ñ? ",ðð ð¼ð¾ð¹ ðºððº ñðð ðð¾ðñðð ððððµð ð½ð ñðºðñ ð ñððñ ð¾ñðññ ð½ð¾ñññ ðñððµñ ðºð¾ð³ðð ð²ññððñññ
1,UP in 3d movie date ,up in d movie date
0,"@VintageQueen1 ooooh, poor megan.  braces aren't that bad...",ooooh poor megan braces arent that bad
0,Damn you bbs there is no parking ,damn you bbs there is no parking
0,"After 3 days of Safari 4 it seems as it finally grew up, and Firefox got fat and old ",after days of safari it seems as it finally grew up and firefox got fat and old
1,@SaschaScarpulla i grew up with a siberian husky - spoiled me for life  love the name Valentino ,i grew up with a siberian husky spoiled me for life love the name valentino
1,Any plans for this weekend? I'm going to Tokyo. YAY! I can't wait for shopping at Forever21!!  Gonna have a girls night. maybe;),any plans for this weekend im going to tokyo yay i cant wait for shopping at forever gonna have a girls night maybe
1,"@mitchelmusso, but the previews are still awesome! ",but the previews are still awesome
1,"At work, protecting the innocent weak from the guilty strong.  ",at work protecting the innocent weak from the guilty strong
1,"@jakeashley http://twitpic.com/6gcq4 - it's freaking awesome,haha love the monacle ",its freaking awesomehaha love the monacle
0,I think a homeless person took a bath in my mouth while I was sleeping ,i think a homeless person took a bath in my mouth while i was sleeping
1,@JD_Faery battery pushing will be a global phenomenon by 2012 trust me ,battery pushing will be a global phenomenon by trust me
0,@erincampos the rain is in the jar. my stupidity included ,the rain is in the jar my stupidity included
0,@Lipvixen Did your Curves Lady look like Summer Glau?  Knowing the answer is probably 'no' ,did your curves lady look like summer glau knowing the answer is probably no
1,MMMMM.... i-ceam woo finished the preface of twific production ,mmmmm iceam woo finished the preface of twific production
0,@TheEllenShow I wish I was in Chicago ,i wish i was in chicago
1,@MarianSpier I want to come to the lecture so keep me posted ,i want to come to the lecture so keep me posted
1,Busy Busy weekend! Wow! Just finished a cake smash shoot for my son's 2nd birthday this week. Messy fun was had by all ,busy busy weekend wow just finished a cake smash shoot for my sons nd birthday this week messy fun was had by all
0,@MupNorth better than this place...ew   i just need to ask about the area..i really don't know london...oh also if they allow pets!!! ;),better than this placeew i just need to ask about the areai really dont know londonoh also if they allow pets
0,"i ask ah man why life so boring, if its because we poor ppl. he said YUP WE = NO JOB, NO MONEY = NO LIFE ",i ask ah man why life so boring if its because we poor ppl he said yup we no job no money no life
1,"@BondiVet Sean has something for you, make sure he passes it on this week... ",sean has something for you make sure he passes it on this week
1,@smilingme76 haha thanks ,haha thanks
1,@TJThyne Congrats on the renewal! I'm so excited that I get to keep my &quot;Hodgie&quot; for at least two more years! ,congrats on the renewal im so excited that i get to keep my quothodgiequot for at least two more years
1,I'm home. . . . . ,im home
1,Chilling in the garden ,chilling in the garden
1,"@michiev why, thank you!  ",why thank you
0,"@umado Sadly I didn't have a Fred, or a Barney, or a Betty   Pics will be up on the BBC Cornwall website tomorrow!",sadly i didnt have a fred or a barney or a betty pics will be up on the bbc cornwall website tomorrow
1,CL Sweet ,cl sweet
1,feeling a little crafty. ,feeling a little crafty
0,"aww mann, my i-pod ear phones just bummed out. damm u apple!!! ",aww mann my ipod ear phones just bummed out damm u apple
0,@jo_whit  Of course I do.,of course i do
0,Summer of checking out colleges back east for &quot;T&quot;. Graduating class of 2010... Holy shit!  ,summer of checking out colleges back east for quottquot graduating class of holy shit
1,"@wendywings hehe, better than nothing! What did you end up baking? ",hehe better than nothing what did you end up baking
0,@sherwinsteel and I still didn't get anything ,and i still didnt get anything
1,"@nellleo If you have any Lotus Connections questions, let me know and I can answer them! ",if you have any lotus connections questions let me know and i can answer them
1,"@Pandaran Coffee, for now!  I probably have enough tequila in my liver to tide me over for a while ",coffee for now i probably have enough tequila in my liver to tide me over for a while
0,I wish today was bagel day ,i wish today was bagel day
1,@bethbabezz did you have a good time at the party beth? ,did you have a good time at the party beth
1,"@tommcfly  Tom, I guess you aren't photogenic, because you live is beautiful, perfect. you surprised me ",tom i guess you arent photogenic because you live is beautiful perfect you surprised me
0,yay new addition to my sims family!! i dont want the baby to grow up ,yay new addition to my sims family i dont want the baby to grow up
1,Hair came out ok...short and sassy ,hair came out okshort and sassy
1,Download Opera Browser Free! Supporting Web Standards   http://bit.ly/w1WIR,download opera browser free supporting web standards
1,hungova n feelin very sorry 4 maself!! had a wicked nyt wit the girlies tho! luv them soooooo much ,hungova n feelin very sorry maself had a wicked nyt wit the girlies tho luv them soooooo much
1,@rockinrose theres no such thing as chicargin ,theres no such thing as chicargin
1,"siting on my TI lessons and finishing my movie.  peace kids, bless ya ^^",siting on my ti lessons and finishing my movie peace kids bless ya
0,"@stepheneyre Also ill, wishing to be at home having tea and soup. ",also ill wishing to be at home having tea and soup
1,@KSBong  Scrabbles fun.. pac man makes me nervous to play.. those stupid little ghosts chasing you  are you playing scrabble by yourself?,scrabbles fun pac man makes me nervous to play those stupid little ghosts chasing you are you playing scrabble by yourself
0,All of the rollercoasters I make in rollercoaster tycoon are considered ultra-intense  I'm just too extreme for them...,all of the rollercoasters i make in rollercoaster tycoon are considered ultraintense im just too extreme for them
0,@augustjoki @ryannielsen Office printer does not work for us- Canon MF4370dn - improperly installed driver error ,office printer does not work for us canon mfdn improperly installed driver error
1,I've prepared My School Thingy. ,ive prepared my school thingy
0,Feels like shit and can't get any sleep  meh,feels like shit and cant get any sleep meh
0,@jarich The latter ,the latter
1,@mactavish no worries   I'm told a Twitterific fix is just waiting for Apple to get around to approving it.,no worries im told a twitterific fix is just waiting for apple to get around to approving it
1,@DaisyReyes ohh ok! thanks! i'll add you tomorrow! because i'm too lazy to open my ym! hehe! ,ohh ok thanks ill add you tomorrow because im too lazy to open my ym hehe
1,@DENISE_RICHARDS you looked beautiful!! ,you looked beautiful
0,Walk is canceled today       It is pouring in Olive Branch.,walk is canceled today it is pouring in olive branch
0,"@girrlonthewing Ha, well you'd be surprised at the things that will keep people busy for hours  and I want a kitty too ",ha well youd be surprised at the things that will keep people busy for hours and i want a kitty too
0,Some dark clouds in #indiavotes #indiavotes09 #India #election : vote bank politics and dynastic politics / sycophants still rules. ,some dark clouds in vote bank politics and dynastic politics sycophants still rules
1,@wolfgnards awesome. Thanks for letting me know. I look forward to getting to know u. I am going to follow u now that I know who u are ,awesome thanks for letting me know i look forward to getting to know u i am going to follow u now that i know who u are
0,I left my heart @holdenbeach  Hoping to go back for a couple of days around the fourth,i left my heart hoping to go back for a couple of days around the fourth
0,I wish I had the Sims 3 ,i wish i had the sims
